employeenumber,age,attrition,businesstravel,distancefromhome,education,educationfield,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,numero_empresas_anteriores,horas_extra,incremento_salario,nivel_trabajo,satisfaccion_relaciones_interpersonales,clasificacion_jornada,años_experiencia,cursos,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,salary,remotework,salary_month
151,57,No,travel_rarely,2,2,Medical,4,F,1,5, Manager ,3,Unknown,4,Unknown,14,3,4,Full Time,23.0,5,Alto,19,9,11,191870.0,Yes,15989.17
152,53,No,Unknown,5,3,Life Sciences,3,M,3,4, Manager ,2,Unknown,1,Unknown,11,3,2,Full Time,11.32,2,Alto,33,0,10,153407.07,Yes,12783.92
153,60,Yes,Unknown,7,4,Medical,1,F,2,3, Manufacturing Director ,1,Married,7,Unknown,14,3,4,Unknown,11.32,0,Medio,10,5,9,65245.88,Yes,5437.16
154,50,No,Unknown,4,3,Life Sciences,4,M,3,3, Manufacturing Director ,4,Single,1,No,11,3,3,Part Time,11.0,2,Alto,10,0,8,100071.84,Yes,8339.32
155,31,No,travel_rarely,17,3,Life Sciences,2,M,2,3, Human Resources ,1,Single,1,Unknown,13,3,1,Part Time,11.32,3,Medio,10,0,9,79880.0,No,6656.67
156,36,No,Unknown,3,3,Other,4,M,1,2, Sales Executive ,1,Single,3,No,18,3,4,Part Time,15.0,2,Alto,13,3,12,53914.11,Yes,4492.84
157,44,No,travel_frequently,9,2,Life Sciences,1,F,3,1, Laboratory Technician ,4,Unknown,1,Unknown,13,3,3,Unknown,12.0,3,Alto,12,5,8,65245.88,Yes,5437.16
158,59,No,travel_rarely,1,2,Life Sciences,2,M,4,2, Research Scientist ,3,Married,0,No,24,4,1,Part Time,13.0,2,Medio,12,2,8,53914.11,Yes,4492.84
159,36,Yes,travel_rarely,24,4,Life Sciences,1,F,2,2, Sales Executive ,2,Single,0,Yes,23,4,3,Part Time,16.0,2,Muy alto,15,10,10,53914.11,No,4492.84
160,56,No,travel_frequently,11,4,Medical,2,F,3,4, Manager ,4,Unknown,3,No,20,3,1,Unknown,26.0,2,Alto,14,1,12,65245.88,Yes,5437.16
161,36,No,travel_rarely,1,3,Life Sciences,4,M,2,3, Sales Executive ,3,Unknown,1,Unknown,14,3,4,Part Time,11.32,3,Alto,10,8,6,70830.0,No,5902.5
162,31,No,Unknown,3,1,Medical,2,M,3,1, Laboratory Technician ,1,Single,1,Unknown,18,3,4,Unknown,11.32,3,Unknown,10,1,5,65245.88,Yes,5437.16
163,37,No,travel_rarely,28,3,Life Sciences,2,M,4,2, Laboratory Technician ,3,Unknown,1,Unknown,17,3,4,Part Time,11.32,3,Medio,10,6,8,34070.0,Yes,2839.17
164,37,Yes,Unknown,12,4,Other,4,M,3,2, Sales Executive ,4,Unknown,3,Unknown,24,4,1,Part Time,13.0,2,Muy alto,11,6,7,53914.11,Yes,4492.84
165,36,No,travel_rarely,19,3,Life Sciences,2,F,2,1, Research Scientist ,4,Married,1,No,12,3,2,Full Time,10.0,3,Alto,10,8,7,29290.0,Yes,2440.83
166,45,No,Unknown,2,3,Life Sciences,4,M,3,2, Sales Executive ,4,Unknown,1,Yes,17,3,1,Part Time,10.0,3,Alto,10,8,8,53914.11,No,4492.84
167,60,No,non-travel,2,3,Medical,2,M,3,4, Manager ,2,Divorced,4,No,22,4,4,Full Time,37.0,0,Medio,16,14,14,153407.07,Yes,12783.92
168,38,No,travel_rarely,7,4,Life Sciences,1,F,2,2, Sales Executive ,3,Married,1,Yes,13,3,1,Part Time,10.0,4,Alto,10,1,7,53914.11,No,4492.84
169,45,No,travel_rarely,11,3,Life Sciences,1,M,3,3, Healthcare Representative ,3,Married,1,Unknown,17,3,2,Part Time,10.0,1,Alto,10,0,9,100071.84,Yes,8339.32
170,57,No,Unknown,26,4,Human Resources,3,M,4,5, Manager ,2,Married,4,Yes,18,3,1,Full Time,35.0,0,Alto,10,1,4,191324.62,Yes,15943.72
171,44,No,Unknown,23,2,Life Sciences,4,M,2,2, Research Scientist ,3,Single,1,Unknown,12,3,4,Unknown,20.0,2,Alto,20,3,7,53914.11,Yes,4492.84
172,42,No,Unknown,11,3,Technical Degree,4,F,3,2, Laboratory Technician ,3,Married,1,Unknown,11,3,1,Unknown,10.0,2,Muy alto,10,9,4,65245.88,Yes,5437.16
173,58,Yes,Unknown,7,2,Technical Degree,4,M,3,1, Laboratory Technician ,3,Married,8,No,11,3,4,Part Time,14.0,4,Mal,10,9,8,28111.13,Yes,2342.59
174,41,No,travel_rarely,7,1,Marketing,3,F,2,4, Sales Executive ,4,Unknown,0,Unknown,11,3,1,Full Time,11.32,2,Medio,20,9,6,120310.0,Yes,10025.83
175,55,No,travel_rarely,2,4,Life Sciences,1,F,2,4, Manager ,4,Married,2,No,16,3,3,Full Time,11.32,3,Alto,25,3,7,154270.0,Yes,12855.83
176,29,No,travel_frequently,8,3,Life Sciences,4,M,3,3, Sales Executive ,3,Single,1,No,15,3,4,Unknown,9.0,0,Alto,9,1,7,65245.88,No,5437.16
177,32,No,travel_frequently,1,2,Life Sciences,3,F,3,2, Laboratory Technician ,4,Unknown,1,Unknown,23,4,4,Part Time,12.0,2,Unknown,12,3,7,53914.11,Yes,4492.84
178,37,No,Unknown,18,5,Life Sciences,2,M,3,3, Sales Executive ,1,Married,1,Unknown,22,4,4,Unknown,9.0,3,Medio,9,1,8,65245.88,Yes,5437.16
179,34,No,travel_rarely,1,3,Medical,1,M,3,2, Manufacturing Director ,4,Married,1,Yes,22,4,2,Unknown,9.0,3,Alto,9,7,8,61620.0,Yes,5135.0
180,32,No,travel_rarely,1,1,Life Sciences,4,M,2,2, Laboratory Technician ,4,Married,1,Unknown,12,3,3,Part Time,11.32,1,Unknown,10,3,0,51260.0,No,4271.67
181,48,Yes,Unknown,9,2,Medical,3,M,2,3, Sales Executive ,4,Unknown,1,No,16,3,4,Part Time,9.0,3,Alto,9,4,7,96190.0,No,8015.83
182,32,No,travel_rarely,4,2,Life Sciences,3,F,2,2, Sales Executive ,2,Unknown,1,Yes,12,3,2,Part Time,11.0,4,Medio,11,2,7,53914.11,No,4492.84
183,34,No,Unknown,6,4,Life Sciences,2,M,3,2, Sales Executive ,3,Single,1,No,16,3,1,Unknown,12.0,0,Alto,11,5,7,65245.88,Yes,5437.16
184,37,No,travel_rarely,7,5,Marketing,3,M,3,3, Sales Executive ,2,Married,1,Unknown,13,3,1,Part Time,11.32,3,Alto,10,0,6,100071.84,No,8339.32
185,34,No,Unknown,8,3,Marketing,2,F,3,3, Sales Executive ,4,Single,1,Unknown,14,3,4,Part Time,9.0,2,Alto,9,3,7,100071.84,Yes,8339.32
186,43,No,travel_rarely,7,3,Life Sciences,1,M,3,1, Research Scientist ,3,Divorced,4,No,12,3,1,Part Time,11.32,2,Alto,9,1,8,28111.13,Yes,2342.59
187,42,No,travel_rarely,4,1,Medical,4,F,3,5, Manager ,3,Unknown,1,No,14,3,2,Full Time,21.0,2,Alto,20,9,9,190330.0,No,15860.83
188,47,No,Unknown,2,2,Life Sciences,1,M,2,4, Manager ,4,Married,9,No,23,4,4,Unknown,22.0,1,Alto,20,11,8,65245.88,Yes,5437.16
189,34,Yes,travel_rarely,4,4,Life Sciences,4,M,1,3, Sales Executive ,4,Married,1,No,11,3,3,Full Time,14.0,2,Medio,14,9,8,104000.0,No,8666.67
190,32,No,non-travel,1,1,Life Sciences,3,M,2,3, Manufacturing Director ,3,Unknown,1,No,22,4,3,Part Time,11.32,2,Alto,11,5,8,100071.84,Yes,8339.32
191,39,No,Unknown,11,3,Life Sciences,2,M,3,3, Research Director ,4,Unknown,1,Unknown,14,3,3,Part Time,11.32,1,Alto,10,0,7,100071.84,Yes,8339.32
192,39,No,Unknown,4,4,Life Sciences,1,M,3,1, Sales Representative ,4,Divorced,4,No,17,3,3,Unknown,13.0,2,Alto,9,5,8,65245.88,No,5437.16
193,42,No,Unknown,24,2,Technical Degree,1,M,3,2, Research Scientist ,4,Unknown,1,No,17,3,1,Unknown,11.32,3,Alto,9,4,7,65245.88,No,5437.16
194,38,No,non-travel,24,4,Life Sciences,2,F,3,2, Laboratory Technician ,2,Married,7,Unknown,15,3,3,Full Time,11.0,3,Alto,9,0,8,56740.0,Yes,4728.33
195,34,No,travel_rarely,7,3,Life Sciences,4,M,2,2, Sales Executive ,3,Married,1,Unknown,14,3,3,Part Time,13.0,3,Medio,13,4,8,53914.11,Yes,4492.84
196,40,No,Unknown,25,2,Life Sciences,1,F,2,3, Research Director ,2,Unknown,3,Unknown,17,3,3,Part Time,11.32,2,Alto,10,0,1,100071.84,Yes,8339.32
197,32,No,travel_rarely,28,2,Life Sciences,4,F,3,2, Research Scientist ,4,Married,1,No,13,3,4,Part Time,11.0,2,Alto,10,1,9,53914.11,Yes,4492.84
198,41,No,Unknown,1,1,Life Sciences,2,M,3,5, Manager ,3,Unknown,1,Unknown,14,3,3,Full Time,21.0,3,Alto,21,1,6,191970.0,Yes,15997.5
199,62,No,Unknown,7,3,Life Sciences,1,F,3,5, Manager ,1,Unknown,5,No,11,3,4,Full Time,33.0,5,Mal,29,11,10,191324.62,Yes,15943.72
200,32,No,Unknown,22,4,Other,3,F,3,3, Sales Executive ,1,Unknown,0,Unknown,11,3,3,Part Time,10.0,3,Alto,9,7,8,84120.0,Yes,7010.0
201,33,No,travel_rarely,9,1,Life Sciences,3,M,3,3, Manufacturing Director ,2,Divorced,1,No,25,4,4,Part Time,11.32,6,Muy alto,13,0,8,100071.84,Yes,8339.32
202,35,Yes,Unknown,3,3,Life Sciences,1,M,3,1, Research Scientist ,1,Single,1,Yes,11,3,1,Full Time,11.32,3,Alto,10,9,7,33480.0,No,2790.0
203,52,No,Unknown,28,1,Medical,4,M,4,1, Laboratory Technician ,3,Married,1,Yes,11,3,3,Unknown,20.0,3,Alto,20,3,8,65245.88,Yes,5437.16
204,34,No,Unknown,24,4,Life Sciences,1,M,3,2, Laboratory Technician ,4,Unknown,1,No,15,3,4,Part Time,10.0,2,Alto,10,4,7,53090.0,Yes,4424.17
205,44,No,Unknown,29,3,Life Sciences,2,M,3,2, Manufacturing Director ,2,Unknown,1,Unknown,13,3,4,Unknown,10.0,3,Medio,9,7,8,65245.88,Yes,5437.16
206,51,Yes,Unknown,11,3,Marketing,3,F,3,3, Sales Executive ,4,Married,1,No,18,3,1,Part Time,11.32,3,Muy alto,9,7,7,76540.0,No,6378.33
207,29,No,Unknown,5,1,Life Sciences,3,M,2,3, Research Director ,4,Divorced,1,Unknown,16,3,2,Full Time,11.32,3,Alto,9,0,8,128080.0,Yes,10673.33
208,35,No,travel_rarely,1,3,Medical,1,M,4,2, Sales Executive ,1,Divorced,1,Unknown,22,3,1,Part Time,9.0,5,Alto,9,0,8,53914.11,Yes,4492.84
209,54,No,Unknown,7,4,Life Sciences,3,F,2,4, Manufacturing Director ,4,Married,3,No,22,4,3,Full Time,31.0,3,Alto,9,0,0,153407.07,No,12783.92
210,34,No,Unknown,5,2,Life Sciences,2,M,3,2, Sales Executive ,2,Unknown,1,No,14,3,4,Part Time,10.0,3,Alto,10,5,3,53914.11,Yes,4492.84
211,38,No,Unknown,14,1,Life Sciences,3,M,3,2, Healthcare Representative ,4,Unknown,0,Unknown,17,3,1,Full Time,11.32,2,Medio,16,4,11,65860.0,No,5488.33
212,33,No,non-travel,20,2,Life Sciences,4,F,3,2, Sales Executive ,3,Unknown,1,Unknown,13,3,4,Unknown,11.32,2,Medio,9,0,0,53914.11,No,4492.84
213,38,No,travel_rarely,2,4,Medical,3,M,3,1, Laboratory Technician ,3,Single,4,No,21,4,3,Part Time,11.32,6,Alto,11,3,9,25190.0,Yes,2099.17
214,54,No,Unknown,1,2,Life Sciences,4,M,3,4, Manager ,4,Married,2,Unknown,15,3,2,Full Time,26.0,2,Unknown,9,7,8,170990.0,Yes,14249.17
215,35,No,non-travel,17,3,Life Sciences,4,M,3,4, Manager ,3,Single,1,Unknown,11,3,4,Full Time,10.0,2,Alto,10,6,0,153407.07,No,12783.92
216,47,No,non-travel,23,2,Life Sciences,4,M,3,2, Laboratory Technician ,1,Unknown,1,Yes,15,3,3,Part Time,9.0,2,Alto,9,0,8,53914.11,Yes,4492.84
217,38,No,travel_rarely,12,5,Life Sciences,4,F,2,3, Manufacturing Director ,4,Unknown,0,Unknown,11,3,2,Part Time,15.0,2,Medio,14,7,8,100071.84,Yes,8339.32
218,51,No,Unknown,8,4,Life Sciences,4,M,2,4, Sales Executive ,2,Unknown,6,Unknown,17,3,2,Full Time,22.0,3,Alto,9,2,3,131200.0,No,10933.33
219,31,Yes,Unknown,23,1,Life Sciences,4,F,2,3, Sales Executive ,1,Unknown,1,Unknown,13,3,1,Part Time,11.0,3,Mal,11,3,10,100071.84,Yes,8339.32
220,31,No,Unknown,6,1,Life Sciences,2,F,3,1, Laboratory Technician ,4,Married,1,Unknown,13,3,1,Unknown,11.32,5,Alto,10,0,8,65245.88,No,5437.16
221,39,No,Unknown,1,3,Life Sciences,4,F,2,2, Manufacturing Director ,4,Married,1,Unknown,13,3,2,Part Time,14.0,2,Medio,14,3,11,53914.11,Yes,4492.84
222,35,No,travel_rarely,10,5,Life Sciences,4,M,4,3, Sales Executive ,3,Unknown,0,Unknown,14,3,4,Part Time,11.32,3,Alto,9,0,8,100071.84,Yes,8339.32
223,36,No,travel_frequently,19,3,Medical,3,F,3,2, Laboratory Technician ,2,Divorced,4,No,13,3,3,Part Time,15.0,2,Muy alto,11,5,10,44440.0,Yes,3703.33
224,30,No,non-travel,1,3,Life Sciences,3,F,1,2, Laboratory Technician ,4,Married,0,No,11,3,1,Unknown,10.0,6,Alto,9,7,5,65245.88,Yes,5437.16
225,33,No,non-travel,2,4,Life Sciences,4,F,3,3, Sales Executive ,3,Unknown,1,Yes,19,3,1,Part Time,10.0,5,Medio,10,9,6,98520.0,Yes,8210.0
226,44,No,non-travel,2,1,Life Sciences,3,M,3,4, Manager ,3,Unknown,0,Yes,13,3,4,Full Time,21.0,3,Medio,20,2,10,178610.0,No,14884.17
227,42,No,travel_rarely,2,3,Life Sciences,3,M,3,2, Research Scientist ,4,Single,1,Unknown,13,3,3,Part Time,9.0,4,Alto,9,8,8,53914.11,Yes,4492.84
228,36,No,Unknown,15,2,Medical,3,F,3,2, Sales Executive ,1,Single,1,Unknown,12,3,4,Unknown,11.32,6,Muy alto,10,9,6,65245.88,Yes,5437.16
229,60,No,travel_rarely,1,3,Life Sciences,4,F,3,5, Research Director ,1,Unknown,3,Unknown,21,4,3,Full Time,11.32,3,Alto,9,1,5,191324.62,No,15943.72
230,33,Yes,travel_frequently,1,5,Life Sciences,3,F,4,3, Manufacturing Director ,2,Unknown,1,Unknown,11,3,1,Unknown,11.32,2,Alto,10,4,7,65245.88,Yes,5437.16
231,42,No,non-travel,8,1,Life Sciences,4,M,2,3, Research Director ,2,Unknown,2,No,11,3,3,Full Time,16.0,5,Alto,9,4,8,137570.0,Yes,11464.17
232,55,No,Unknown,2,3,Medical,4,M,4,4, Research Director ,2,Single,4,No,12,3,2,Full Time,35.0,2,Medio,9,8,8,165980.0,Yes,13831.67
233,36,No,Unknown,15,3,Life Sciences,2,M,3,4, Research Director ,1,Unknown,7,Unknown,14,3,4,Full Time,16.0,3,Medio,14,6,9,153407.07,Yes,12783.92
234,37,No,travel_rarely,16,3,Life Sciences,4,F,2,3, Healthcare Representative ,2,Single,1,No,19,3,4,Unknown,11.32,3,Mal,11,3,3,65245.88,Yes,5437.16
235,39,No,Unknown,13,3,Life Sciences,1,M,3,2, Research Scientist ,4,Married,1,Unknown,17,3,1,Part Time,11.32,2,Alto,10,3,7,42850.0,Yes,3570.83
236,44,No,travel_frequently,2,3,Life Sciences,4,M,3,3, Healthcare Representative ,4,Unknown,2,Yes,14,3,3,Full Time,24.0,3,Mal,20,13,9,101240.0,Yes,8436.67
237,47,No,Unknown,1,4,Life Sciences,1,M,3,3, Healthcare Representative ,2,Divorced,1,Unknown,12,3,1,Part Time,11.32,4,Alto,10,7,7,100071.84,Yes,8339.32
238,32,Yes,travel_rarely,1,3,Life Sciences,2,M,2,2, Sales Executive ,1,Married,1,No,11,3,4,Full Time,11.32,4,Alto,10,6,7,97140.0,Yes,8095.0
239,40,No,travel_rarely,14,3,Life Sciences,3,M,3,2, Sales Executive ,2,Married,0,Unknown,11,3,4,Full Time,10.0,3,Alto,9,7,7,99240.0,Yes,8270.0
240,52,No,Unknown,20,5,Medical,2,M,3,4, Healthcare Representative ,3,Unknown,2,Unknown,15,3,3,Full Time,32.0,3,Alto,30,12,13,112450.0,No,9370.83
241,41,No,travel_rarely,3,2,Life Sciences,3,M,2,2, Laboratory Technician ,3,Unknown,0,Unknown,15,3,4,Unknown,11.32,3,Unknown,10,0,7,65245.88,Yes,5437.16
242,36,No,travel_rarely,3,3,Life Sciences,4,F,3,2, Research Scientist ,2,Unknown,1,No,12,3,3,Part Time,11.0,2,Alto,11,7,9,53914.11,Yes,4492.84
243,56,No,travel_rarely,22,5,Life Sciences,2,F,3,4, Manager ,3,Unknown,3,Unknown,25,4,3,Full Time,36.0,6,Alto,10,4,7,153407.07,Yes,12783.92
244,43,No,travel_rarely,6,3,Marketing,4,M,3,3, Sales Executive ,3,Unknown,1,No,12,3,2,Part Time,11.32,3,Alto,10,8,7,92410.0,No,7700.83
245,41,No,Unknown,1,3,Life Sciences,4,M,3,2, Laboratory Technician ,4,Married,1,Unknown,15,3,4,Full Time,11.32,2,Alto,9,5,8,64720.0,Yes,5393.33
246,42,No,travel_rarely,7,4,Life Sciences,2,M,3,5, Manager ,2,Unknown,1,No,14,3,2,Full Time,11.32,3,Medio,21,12,8,191324.62,No,15943.72
247,35,No,Unknown,4,3,Technical Degree,4,M,3,2, Research Scientist ,2,Unknown,5,No,15,3,4,Part Time,11.0,2,Medio,9,1,7,30550.0,Yes,2545.83
248,38,No,Unknown,10,3,Life Sciences,4,M,3,3, Healthcare Representative ,1,Unknown,7,Unknown,13,3,4,Part Time,15.0,1,Alto,12,5,7,83210.0,No,6934.17
249,35,No,Unknown,8,4,Life Sciences,4,M,4,1, Research Scientist ,1,Married,6,No,19,3,2,Full Time,14.0,1,Alto,10,7,6,31430.0,Yes,2619.17
250,36,No,travel_rarely,8,2,Life Sciences,2,M,4,2, Sales Executive ,3,Unknown,1,No,21,4,3,Unknown,10.0,5,Alto,10,4,8,65245.88,No,5437.16
251,31,No,travel_frequently,7,1,Medical,4,M,3,1, Laboratory Technician ,4,Married,1,No,13,3,2,Part Time,11.32,3,Muy alto,11,3,10,28111.13,No,2342.59
252,48,No,travel_rarely,2,2,Life Sciences,4,M,3,3, Manufacturing Director ,4,Divorced,3,Unknown,14,3,3,Part Time,12.0,4,Medio,9,4,7,85780.0,Yes,7148.33
253,29,No,travel_rarely,23,1,Medical,2,F,2,2, Sales Representative ,3,Married,1,No,21,4,4,Part Time,11.32,5,Alto,9,5,8,53914.11,No,4492.84
254,33,No,Unknown,7,3,Life Sciences,2,M,3,2, Laboratory Technician ,3,Divorced,1,No,11,3,1,Unknown,10.0,2,Alto,10,0,2,65245.88,No,5437.16
255,47,No,travel_rarely,25,2,Life Sciences,2,F,2,2, Manufacturing Director ,4,Unknown,0,No,13,3,4,Unknown,10.0,2,Medio,9,3,8,65245.88,Yes,5437.16
256,36,No,travel_rarely,1,3,Marketing,1,M,3,3, Sales Executive ,4,Unknown,1,No,21,4,1,Part Time,14.0,3,Medio,14,2,1,98880.0,No,8240.0
257,33,No,Unknown,1,3,Life Sciences,4,M,1,2, Research Scientist ,1,Married,1,Unknown,21,3,2,Part Time,10.0,6,Alto,10,8,7,53914.11,Yes,4492.84
258,37,No,Unknown,7,4,Life Sciences,3,F,3,2, Sales Executive ,4,Unknown,1,Yes,11,3,4,Part Time,10.0,2,Alto,10,0,9,53914.11,No,4492.84
259,41,No,travel_rarely,15,4,Marketing,2,M,3,4, Sales Executive ,1,Single,0,No,12,3,1,Full Time,21.0,3,Alto,20,11,10,133410.0,No,11117.5
260,42,No,travel_rarely,2,2,Marketing,2,F,3,2, Sales Executive ,2,Married,3,No,14,3,3,Unknown,11.32,4,Alto,11,5,10,65245.88,Yes,5437.16
261,32,No,travel_rarely,1,2,Medical,4,M,3,1, Laboratory Technician ,2,Married,1,No,13,3,3,Unknown,12.0,6,Medio,12,1,7,65245.88,No,5437.16
262,49,No,Unknown,1,1,Life Sciences,3,F,3,3, Research Director ,2,Married,0,No,18,3,1,Part Time,14.0,3,Mal,13,5,12,100071.84,Yes,8339.32
263,54,No,non-travel,29,4,Life Sciences,1,M,3,1, Sales Representative ,4,Divorced,2,Unknown,15,3,2,Part Time,16.0,3,Unknown,9,0,0,28111.13,Yes,2342.59
264,51,No,travel_frequently,8,1,Life Sciences,3,M,2,2, Research Scientist ,2,Married,1,No,23,4,4,Part Time,10.0,3,Alto,10,1,7,53914.11,Yes,4492.84
265,35,No,travel_frequently,7,4,Life Sciences,1,F,3,1, Research Scientist ,3,Married,1,Unknown,11,3,3,Full Time,11.32,3,Alto,8,3,0,29090.0,Yes,2424.17
266,34,No,Unknown,2,2,Life Sciences,4,M,3,1, Laboratory Technician ,4,Unknown,0,Unknown,13,3,3,Part Time,8.0,2,Medio,7,3,6,28111.13,Yes,2342.59
267,40,No,travel_frequently,23,3,Life Sciences,4,M,2,3, Manufacturing Director ,3,Unknown,0,No,21,4,2,Part Time,11.32,2,Alto,9,1,8,95260.0,Yes,7938.33
268,38,No,travel_rarely,27,3,Medical,3,M,3,2, Healthcare Representative ,3,Unknown,6,Unknown,13,3,2,Part Time,17.0,3,Medio,7,7,7,53914.11,Yes,4492.84
269,44,No,Unknown,8,4,Life Sciences,3,M,3,2, Sales Executive ,2,Unknown,0,Unknown,11,3,4,Unknown,10.0,2,Alto,9,4,2,65245.88,No,5437.16
270,33,No,Unknown,7,4,Life Sciences,4,M,3,2, Laboratory Technician ,4,Divorced,3,No,22,4,4,Part Time,11.32,3,Medio,7,1,7,53914.11,No,4492.84
271,33,No,travel_rarely,8,4,Life Sciences,3,F,3,2, Manufacturing Director ,4,Single,1,No,23,4,4,Part Time,11.0,2,Alto,11,1,8,44240.0,No,3686.67
272,53,No,Unknown,21,4,Marketing,3,M,3,2, Sales Executive ,4,Unknown,0,Unknown,22,4,4,Unknown,11.0,2,Mal,10,1,0,65245.88,Yes,5437.16
273,36,Yes,travel_frequently,7,3,Life Sciences,1,M,1,2, Laboratory Technician ,3,Unknown,1,Yes,24,4,4,Full Time,9.0,3,Unknown,9,0,6,60740.0,Yes,5061.67
274,38,No,Unknown,11,2,Technical Degree,2,F,3,3, Sales Executive ,4,Unknown,0,No,14,3,3,Part Time,10.0,6,Alto,9,2,8,100071.84,No,8339.32
275,32,No,travel_frequently,23,3,Life Sciences,1,M,1,1, Research Scientist ,3,Divorced,1,No,25,4,3,Part Time,11.32,2,Medio,10,0,9,28111.13,No,2342.59
276,35,No,non-travel,7,2,Life Sciences,1,M,3,2, Sales Executive ,2,Married,0,Unknown,13,3,1,Full Time,11.32,2,Muy alto,7,0,7,61460.0,Yes,5121.67
277,33,Yes,Unknown,6,4,Life Sciences,2,M,1,2, Sales Executive ,3,Married,4,Unknown,18,3,2,Full Time,11.32,3,Medio,7,7,7,61720.0,No,5143.33
278,43,No,travel_rarely,7,1,Life Sciences,3,M,3,3, Sales Executive ,3,Divorced,3,Yes,13,3,3,Part Time,11.32,2,Alto,9,0,7,100071.84,No,8339.32
279,28,No,travel_rarely,25,1,Life Sciences,3,F,3,1, Human Resources ,3,Unknown,1,Unknown,23,4,4,Unknown,8.0,3,Alto,8,5,7,65245.88,Yes,5437.16
280,34,No,Unknown,9,2,Life Sciences,4,M,1,2, Sales Executive ,4,Divorced,0,No,17,3,4,Part Time,11.32,2,Muy alto,8,0,7,46680.0,Yes,3890.0
281,42,No,travel_frequently,26,3,Life Sciences,2,F,3,2, Research Scientist ,2,Divorced,1,No,11,3,1,Full Time,20.0,2,Alto,20,2,13,56050.0,No,4670.83
282,55,No,travel_rarely,6,2,Marketing,2,M,3,2, Sales Representative ,3,Unknown,2,Yes,20,4,4,Part Time,13.0,3,Mal,7,4,5,53914.11,Yes,4492.84
283,31,No,non-travel,1,1,Technical Degree,4,M,3,2, Manufacturing Director ,3,Married,1,Unknown,13,3,1,Part Time,10.0,1,Alto,10,0,9,43190.0,No,3599.17
284,38,No,travel_frequently,3,2,Life Sciences,4,M,3,1, Laboratory Technician ,2,Unknown,4,No,12,3,3,Part Time,13.0,3,Medio,8,7,2,28111.13,Yes,2342.59
285,35,No,travel_rarely,14,3,Life Sciences,4,F,3,1, Research Scientist ,2,Unknown,1,Unknown,13,3,4,Part Time,8.0,5,Alto,8,1,6,28111.13,Yes,2342.59
286,53,No,travel_rarely,3,3,Life Sciences,4,F,3,4, Healthcare Representative ,2,Single,3,Unknown,18,3,3,Full Time,11.32,6,Alto,7,1,0,153407.07,No,12783.92
287,29,No,travel_rarely,9,3,Medical,4,F,3,1, Research Scientist ,2,Single,1,No,16,3,4,Part Time,11.32,2,Medio,7,0,3,28111.13,No,2342.59
288,39,No,Unknown,21,3,Life Sciences,2,M,4,1, Research Scientist ,1,Unknown,1,Yes,12,3,1,Full Time,11.32,3,Medio,8,1,7,35640.0,Yes,2970.0
289,40,No,Unknown,29,3,Life Sciences,4,M,3,2, Manufacturing Director ,4,Married,3,No,18,3,1,Full Time,9.0,3,Mal,7,1,7,62610.0,Yes,5217.5
290,51,No,non-travel,18,4,Life Sciences,4,M,3,2, Manufacturing Director ,4,Divorced,1,Yes,15,3,1,Full Time,7.0,0,Alto,7,1,7,68040.0,No,5670.0
291,29,No,Unknown,20,3,Life Sciences,4,F,3,2, Sales Executive ,3,Single,1,Unknown,14,3,4,Part Time,7.0,2,Alto,7,0,7,53914.11,No,4492.84
292,47,No,Unknown,6,3,Medical,4,F,2,3, Sales Executive ,4,Single,6,Unknown,12,3,4,Part Time,23.0,2,Alto,19,12,8,100071.84,Yes,8339.32
293,37,No,Unknown,1,3,Life Sciences,3,F,3,3, Sales Executive ,3,Single,1,No,14,3,1,Part Time,10.0,3,Muy alto,10,0,8,100071.84,Yes,8339.32
294,35,Yes,travel_rarely,2,2,Life Sciences,1,F,3,1, Laboratory Technician ,1,Unknown,7,No,20,3,1,Part Time,13.0,3,Muy alto,9,1,7,28111.13,Yes,2342.59
295,54,No,Unknown,2,4,Life Sciences,1,M,2,5, Manager ,3,Unknown,1,Yes,18,3,4,Full Time,33.0,2,Muy alto,33,15,12,191324.62,Yes,15943.72
296,42,No,Unknown,2,2,Medical,1,M,3,5, Research Director ,3,Unknown,0,No,19,3,4,Full Time,11.32,5,Alto,21,3,9,194360.0,Yes,16196.67
297,40,No,non-travel,2,2,Life Sciences,4,M,2,2, Sales Executive ,4,Unknown,3,No,18,3,4,Part Time,13.0,0,Alto,8,7,5,53914.11,Yes,4492.84
298,48,No,Unknown,7,3,Life Sciences,2,F,1,4, Manager ,2,Married,3,Yes,12,3,2,Full Time,28.0,2,Medio,7,7,7,153407.07,No,12783.92
299,47,No,travel_rarely,20,2,Medical,3,M,3,4, Healthcare Representative ,4,Married,0,Yes,14,3,2,Unknown,21.0,2,Alto,20,4,10,153407.07,Yes,12783.92
300,49,Yes,non-travel,7,4,Life Sciences,1,M,3,3, Manager ,2,Married,1,Unknown,12,3,4,Unknown,11.32,2,Medio,10,9,9,65245.88,Yes,5437.16
301,37,No,Unknown,22,3,Life Sciences,2,F,4,3, Manager ,2,Divorced,7,Unknown,18,3,2,Part Time,10.0,6,Medio,7,6,2,100071.84,No,8339.32
